idx,umls_cui,se_name,benchmark_idx,resolution_status,evidence
303,C0014591,epistaxis,958,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
304,C0242350,erectile dysfunction,943,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
305,C0014724,eructation,919,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
306,C0041834,erythema,175,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
307,C0014742,erythema multiforme,258,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
308,C0014743,erythema nodosum,910,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
309,C0239454,erythema of eyelid,558,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
310,C0235146,euphoric mood,861,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
311,C0015256,excoriation,257,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
312,C0015300,exophthalmos,978,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
313,C1442903,exostosis,81,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
314,C0015371,extrapyramidal disorder,901,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
315,C0340464,extrasystoles,577,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
316,C0015376,extravasation,250,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
317,C0423006,eye discharge,29,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
318,C0015397,eye disorder,13,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
319,C0015402,eye haemorrhage,702,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
320,C0015403,eye infection,831,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
321,C0235266,eye irritation,647,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
322,C0743680,eye oedema,440,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
323,C0151827,eye pain,896,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
324,C0022281,eye pruritus,848,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
325,C0270996,eye swelling,545,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
326,C0162285,eyelid oedema,786,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
327,C0542571,face oedema,766,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
328,C0015734,faecalith,857,resolved_by_auxiliary_semantic_features,Faeces-related semantic/glove neighborhood; paired complement to faecaloma row 329.
329,C1321686,faecaloma,812,resolved_by_auxiliary_semantic_features,Glove nearest neighbor is intestinal obstruction; faecaloma is a fecal mass associated with obstruction.
330,C0235315,faeces discoloured,902,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
331,C0015663,fasting,591,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
332,C0015672,fatigue,799,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
333,C0746883,febrile neutropenia,583,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
334,C1443060,feeling abnormal,95,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
335,C0234192,feeling cold,344,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
336,C0522172,feeling drunk,376,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
337,C2939147,feeling hot,233,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
338,C0549209,feeling jittery,770,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
339,C0016034,fibrocystic breast disease,592,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
340,C0016199,flank pain,557,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
341,C0233471,flat affect,246,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
342,C0016204,flatulence,209,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
343,C0546817,fluid overload,691,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
344,C0268000,fluid retention,940,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
345,C0016382,flushing,823,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
346,C0239571,foetor hepaticus,162,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
347,C0016436,folliculitis,308,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
348,C0016658,fracture,362,resolved_by_auxiliary_semantic_features,"Musculoskeletal injury neighborhood includes ligament sprain, bone pain, tendon disorder, contusion."
349,C0559031,functional gastrointestinal disorder,1,resolved_by_auxiliary_semantic_features,Glove nearest neighbor is gastrointestinal disorder.
350,C0026946,fungal infection,145,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
351,C0011630,fungal skin infection,30,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
352,C0242301,furuncle,164,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
353,C0575081,gait disturbance,31,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
354,C0235660,galactorrhoea,111,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
355,C0151662,gamma-glutamyltransferase increased,731,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
356,C0017086,gangrene,363,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
357,C0038358,gastric ulcer,586,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
358,C0017152,gastritis,615,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
359,C0017160,gastroenteritis,347,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
360,C0151544,gastrointestinal carcinoma,186,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
361,C0017178,gastrointestinal disorder,606,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
362,C0017181,gastrointestinal haemorrhage,265,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
363,C1264613,gastrointestinal infection,296,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
364,C0687713,gastrointestinal pain,825,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
365,C0151664,gastrointestinal perforation,884,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
366,C0237938,gastrointestinal ulcer,774,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
367,C0017168,gastrooesophageal reflux disease,332,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
368,C0151603,generalised oedema,810,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
369,C0343863,genital candidiasis,102,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
370,C0017565,gingival bleeding,705,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
371,C0239739,gingival pain,929,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
372,C0017574,gingivitis,355,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
373,C0017601,glaucoma,704,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
374,C0017675,glossitis,181,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
375,C0017672,glossodynia,453,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
376,C0271650,glucose tolerance impaired,0,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
377,C0017979,glycosuria,657,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
378,C0018021,goitre,622,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
379,C0018099,gout,384,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
380,C0235437,gravitational oedema,17,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
381,C0018418,gynaecomastia,954,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
382,C0018926,haematemesis,140,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
383,C0018932,haematochezia,952,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
384,C0744727,haematocrit decreased,331,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
385,C0018944,haematoma,814,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
386,C0018965,haematuria,449,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
387,C0518015,haemoglobin,530,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
388,C0162119,haemoglobin decreased,790,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
389,C0002878,haemolytic anaemia,378,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
390,C0019061,haemolytic uraemic syndrome,410,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
391,C0019079,haemoptysis,176,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
392,C0019080,haemorrhage,908,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
393,C0151699,haemorrhage intracranial,472,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
394,C0019087,haemorrhagic disorder,933,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
395,C0019112,haemorrhoids,28,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
396,C0474378,hair colour changes,696,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
397,C0018500,hair disorder,72,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
398,C0235807,hair texture abnormal,974,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
399,C0018524,hallucination,118,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
400,C0221100,hangover,858,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
401,C0018681,headache,589,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
402,C0018991,hemiplegia,847,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
403,C0345904,hepatic cancer,383,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
404,C0235996,hepatic enzyme increased,607,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
405,C0085605,hepatic failure,675,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
406,C0086565,hepatic function abnormal,433,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
407,C0151798,hepatic necrosis,697,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
408,C2711227,hepatic steatosis,260,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
409,C0019158,hepatitis,462,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
410,C0149904,hepatitis cholestatic,101,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
411,C0267792,hepatobiliary disease,267,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
412,C0151763,hepatocellular injury,218,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
413,C0019209,hepatomegaly,412,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
414,C0235378,hepatotoxicity,408,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
415,C0019270,hernia,507,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
416,C0019348,herpes simplex,264,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
417,C0019372,herpes virus infection,254,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
418,C0019360,herpes zoster,179,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
419,C3489393,hiatus hernia,725,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
420,C0019521,hiccups,327,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
421,C0019572,hirsutism,981,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
422,C0020039,hostility,141,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
423,C0600142,hot flush,192,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
424,C0034880,hyperacusis,237,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
425,C0020452,hyperaemia,395,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
426,C0020453,hyperaesthesia,125,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
427,C0020433,hyperbilirubinaemia,944,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
428,C0020437,hypercalcaemia,883,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
429,C0020438,hypercalciuria,792,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
430,C0020443,hypercholesterolaemia,845,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
431,C0020456,hyperglycaemia,816,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
432,C0020458,hyperhidrosis,510,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
433,C0020461,hyperkalaemia,515,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
434,C0870082,hyperkeratosis,59,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
435,C0424295,hyperkinesia,419,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
436,C0795692,hyperlactacidaemia,301,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
437,C0020473,hyperlipidaemia,411,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
438,C0151714,hypermagnesaemia,694,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
439,C0020488,hypernatraemia,989,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
440,C0020429,hyperpathia,689,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
441,C0085681,hyperphosphataemia,638,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
442,C0151889,hyperreflexia,716,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
443,C0020517,hypersensitivity,303,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
444,C0917799,hypersomnia,783,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
445,C0020538,hypertension,488,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
446,C0020550,hyperthyroidism,866,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
447,C0026826,hypertonia,779,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
448,C0020555,hypertrichosis,421,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
449,C0020557,hypertriglyceridaemia,741,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
450,C0740394,hyperuricaemia,877,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
451,C0020578,hyperventilation,669,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
452,C0020580,hypoaesthesia,630,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
453,C0521592,hypoaesthesia oral,802,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
454,C0239981,hypoalbuminaemia,559,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
455,C0020598,hypocalcaemia,987,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
456,C0085680,hypochloraemia,146,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
457,C0002884,hypochromic anaemia,560,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
458,C0020615,hypoglycaemia,60,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
459,C0020620,hypohidrosis,180,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
460,C0020621,hypokalaemia,838,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
461,C0086439,hypokinesia,25,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
462,C0151723,hypomagnesaemia,46,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
463,C0241934,hypomania,835,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
464,C0020625,hyponatraemia,64,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
465,C0085682,hypophosphataemia,171,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
466,C0020639,hypoproteinaemia,546,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
467,C0151888,hyporeflexia,62,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
468,C0020649,hypotension,918,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
469,C0413252,hypothermia,469,resolved_by_auxiliary_semantic_features,Semantic/glove neighborhood includes systemic low-temperature/dehydration/hypoxia terms; paired complement to body temperature decreased.
470,C0020676,hypothyroidism,738,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
471,C0026827,hypotonia,229,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
472,C3203358,hypoventilation,370,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
473,C0242184,hypoxia,77,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
474,C1258215,ileus,605,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
475,C0030446,ileus paralytic,555,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
476,C2047937,ill-defined disorder,506,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
477,C0021053,immune system disorder,298,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
478,C0522063,impaired gastric emptying,721,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
479,C0151692,impaired healing,437,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
480,C0021099,impetigo,390,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
481,C0021141,inappropriate antidiuretic hormone secretion,524,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
482,C0021167,incontinence,217,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
483,C0232461,increased appetite,426,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
484,C1262144,increased bronchial secretion,537,resolved_by_auxiliary_semantic_features,"Respiratory secretion neighborhood includes rhonchi, rales, pleuritic pain and secretion/increased labelling."
485,C0423798,increased tendency to bruise,800,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
486,C0332534,induration,189,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
487,C0021308,infarction,926,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
488,C0009450,infection,777,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
489,C1384353,infestation,917,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
490,C0021368,inflammation,961,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
491,C0021400,influenza,502,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
492,C0521839,influenza like illness,760,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
493,C1096035,infusion site pain,451,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
494,C1096343,infusion site reaction,248,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
495,C0521508,injection site bruising,785,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
496,C0852625,injection site erythema,352,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
497,C0151698,injection site haemorrhage,337,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
498,C0521509,injection site induration,448,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
499,C0151734,injection site inflammation,912,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
500,C0151828,injection site pain,554,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
501,C0852995,injection site pruritus,513,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
502,C0151735,injection site reaction,69,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
503,C0151605,injection site swelling,123,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
504,C3263723,injury,531,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
505,C0917801,insomnia,320,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
506,C0858797,instillation site pain,391,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
507,C0021775,intermittent claudication,289,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
508,C0853225,international normalised ratio increased,205,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
509,C0206062,interstitial lung disease,829,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
510,C0021843,intestinal obstruction,897,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
511,C0021845,intestinal perforation,763,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
512,C0151740,intracranial pressure increased,379,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
513,C0234708,intraocular pressure increased,921,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
514,C0022081,iritis,930,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
515,C0162316,iron deficiency anaemia,953,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
516,C0022107,irritability,819,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
517,C0022104,irritable bowel syndrome,130,resolved_by_auxiliary_semantic_features,Glove nearest neighbors include syndrome terms; GI functional/bowel semantic neighborhood.
518,C0022116,ischaemia,993,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
519,C0022346,jaundice,19,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
520,C0022354,jaundice cholestatic,698,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
521,C0162298,joint stiffness,548,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
522,C0152031,joint swelling,400,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
523,C0022568,keratitis,291,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
524,C0022638,ketosis,389,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
525,C0438215,laboratory test abnormal,471,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
526,C0022893,labyrinthitis,695,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
527,C0043246,laceration,431,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
528,C0022904,lacrimal disorder,310,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
529,C3495920,lacrimal structural disorder,92,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
530,C0152227,lacrimation increased,401,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
531,C0001125,lactic acidosis,425,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
532,C0023052,laryngeal oedema,856,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
533,C0549373,laryngeal pain,259,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
534,C0023067,laryngitis,166,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
535,C0023066,laryngospasm,155,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
536,C0023380,lethargy,385,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
537,C0023518,leukocytosis,184,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
538,C0162835,leukoderma,90,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
539,C0023530,leukopenia,42,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
540,C0011124,libido decreased,947,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
541,C0854382,libido disorder,973,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
542,C0021177,libido increased,934,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
543,C1274594,lichenoid keratosis,372,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
544,C0435002,ligament sprain,409,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
545,C0549475,lipase increased,325,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
546,C0877192,lipodystrophy acquired,726,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
547,C0023895,liver disorder,247,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
548,C0151766,liver function test abnormal,925,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
549,C0160390,liver injury,197,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
550,C0853619,local swelling,292,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
551,C0041657,loss of consciousness,78,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
552,C2981158,loss of libido,227,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
553,C0149725,lower respiratory tract infection,183,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
554,C0024115,lung disorder,668,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
555,C0876973,lung infection,152,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
556,C0235896,lung infiltration,514,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
557,C0497156,lymphadenopathy,252,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
558,C0853986,lymphocyte count decreased,821,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
559,C0024282,lymphocytosis,538,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
560,C0024236,lymphoedema,927,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
561,C0024299,lymphoma,211,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
562,C0024312,lymphopenia,648,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
563,C1269683,major depression,688,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
564,C0231218,malaise,878,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
565,C0025202,malignant melanoma,840,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
566,C0162429,malnutrition,214,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
567,C0338831,mania,6,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
568,C0024894,mastitis,105,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
569,C0025061,mediastinal disorder,377,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
570,C0025222,melaena,837,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
571,C0025209,melanosis,236,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
572,C0233794,memory impairment,643,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
573,C0025289,meningitis,489,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
574,C0236075,menopausal symptoms,850,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
575,C0025320,menopause,223,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
576,C0025323,menorrhagia,305,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
577,C0025345,menstrual disorder,271,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
578,C0156404,menstruation irregular,436,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
579,C1306341,mental disability,399,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
580,C0004936,mental disorder,539,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
581,C0220981,metabolic acidosis,466,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
582,C0025874,metrorrhagia,329,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
583,C0042035,micturition disorder,769,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
584,C0085606,micturition urgency,915,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
585,C0149931,migraine,662,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
586,C0026205,miosis,20,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
587,C0085702,monocytosis,801,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
588,C0085633,mood swings,913,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
589,C0026603,motion sickness,621,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
590,C0149745,mouth ulceration,942,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
591,C0026650,movement disorder,48,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
592,C0333355,mucosal inflammation,602,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
593,C0151785,mucous membrane disorder,722,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
594,C0016655,multiple fractures,304,resolved_by_auxiliary_semantic_features,Musculoskeletal injury neighborhood; paired complement to generic fracture row 348.
595,C0026846,muscle atrophy,681,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
596,C0235086,muscle contractions involuntary,505,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
597,C1142135,muscle relaxant therapy,642,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
598,C0026837,muscle rigidity,980,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
599,C0037763,muscle spasms,746,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
600,C0877322,muscle tightness,427,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
601,C0231530,muscle twitching,836,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
602,C0151786,muscular weakness,680,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
603,C0476280,musculoskeletal chest pain,367,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
604,C0948594,musculoskeletal discomfort,945,resolved_by_frequency_matrix,Exact column match after resolved drug alignment
