idx,drugbank_id,drug_name,benchmark_idx,matched_name,resolution_status,evidence
275,DB00693,fluorescein,566,Fluorescein,resolved_by_frequency_matrix,Exact row match after SE-column alignment
276,DB00694,daunorubicin,193,Daunorubicin,resolved_by_frequency_matrix,Exact row match after SE-column alignment
277,DB00695,furosemide,445,Furosemide,resolved_by_frequency_matrix,Exact row match after SE-column alignment
278,DB00697,tizanidine,291,Tizanidine,resolved_by_frequency_matrix,Exact row match after SE-column alignment
279,DB00700,eplerenone,660,Eplerenone,resolved_by_frequency_matrix,Exact row match after SE-column alignment
280,DB00701,amprenavir,420,Amprenavir,resolved_by_frequency_matrix,Exact row match after SE-column alignment
281,DB00704,naltrexone,611,Naltrexone,resolved_by_frequency_matrix,Exact row match after SE-column alignment
282,DB00705,delavirdine,39,Delavirdine,resolved_by_frequency_matrix,Exact row match after SE-column alignment
283,DB00706,tamsulosin,700,Tamsulosin,resolved_by_frequency_matrix,Exact row match after SE-column alignment
284,DB00707,porfimer sodium,96,Porfimer sodium,resolved_by_frequency_matrix,Exact row match after SE-column alignment
285,DB00708,sufentanil,21,Sufentanil,resolved_by_frequency_matrix,Exact row match after SE-column alignment
286,DB00709,lamivudine,5,Lamivudine,resolved_by_frequency_matrix,Exact row match after SE-column alignment
287,DB00710,ibandronic acid,366,Ibandronate,resolved_by_frequency_matrix,Exact row match after SE-column alignment
288,DB00714,apomorphine,663,Apomorphine,resolved_by_frequency_matrix,Exact row match after SE-column alignment
289,DB00715,paroxetine,328,Paroxetine,resolved_by_frequency_matrix,Exact row match after SE-column alignment
290,DB00718,adefovir dipivoxil,255,Adefovir dipivoxil,resolved_by_frequency_matrix,Exact row match after SE-column alignment
291,DB00722,lisinopril,634,Lisinopril,resolved_by_frequency_matrix,Exact row match after SE-column alignment
292,DB00724,imiquimod,722,Imiquimod,resolved_by_frequency_matrix,Exact row match after SE-column alignment
293,DB00727,glyceryl trinitrate,160,Nitroglycerin,resolved_by_frequency_matrix,Exact row match after SE-column alignment
294,DB00731,nateglinide,59,Nateglinide,resolved_by_frequency_matrix,Exact row match after SE-column alignment
295,DB00734,risperidone,218,Risperidone,resolved_by_frequency_matrix,Exact row match after SE-column alignment
296,DB00735,naftifine,181,Naftifine,resolved_by_frequency_matrix,Exact row match after SE-column alignment
297,DB00736,esomeprazole,543,Esomeprazole,resolved_by_frequency_matrix,Exact row match after SE-column alignment
298,DB00738,pentamidine isethionate,3,Pentamidine,resolved_by_frequency_matrix,Exact row match after SE-column alignment
299,DB00740,riluzole,219,Riluzole,resolved_by_frequency_matrix,Exact row match after SE-column alignment
300,DB00741,hydrocortisone,476,Hydrocortisone,resolved_by_frequency_matrix,Exact row match after SE-column alignment
301,DB00742,mannitol,234,Mannitol,resolved_by_frequency_matrix,Exact row match after SE-column alignment
302,DB00743,gadobenic acid,164,Gadobenic acid,resolved_by_frequency_matrix,Exact row match after SE-column alignment
303,DB00745,modafinil,477,Modafinil,resolved_by_frequency_matrix,Exact row match after SE-column alignment
304,DB00746,deferoxamine,458,Deferoxamine,resolved_by_frequency_matrix,Exact row match after SE-column alignment
305,DB00755,tretinoin,714,Tretinoin,resolved_by_frequency_matrix,Exact row match after SE-column alignment
306,DB00757,dolasetron,276,Dolasetron,resolved_by_frequency_matrix,Exact row match after SE-column alignment
307,DB00758,clopidogrel,573,Clopidogrel,resolved_by_frequency_matrix,Exact row match after SE-column alignment
308,DB00760,meropenem,511,Meropenem,resolved_by_frequency_matrix,Exact row match after SE-column alignment
309,DB00762,irinotecan,50,Irinotecan,resolved_by_frequency_matrix,Exact row match after SE-column alignment
310,DB00768,olopatadine,468,Olopatadine,resolved_by_frequency_matrix,Exact row match after SE-column alignment
311,DB00770,alprostadil,130,Alprostadil,resolved_by_frequency_matrix,Exact row match after SE-column alignment
312,DB00773,etoposide,674,Etoposide,resolved_by_frequency_matrix,Exact row match after SE-column alignment
313,DB00775,tirofiban,608,Tirofiban,resolved_by_frequency_matrix,Exact row match after SE-column alignment
314,DB00776,oxcarbazepine,127,Oxcarbazepine,resolved_by_frequency_matrix,Exact row match after SE-column alignment
315,DB00783,estradiol,475,Estradiol,resolved_by_frequency_matrix,Exact row match after SE-column alignment
316,DB00787,aciclovir,449,Aciclovir,resolved_by_frequency_matrix,Exact row match after SE-column alignment
317,DB00788,naproxen,751,Naproxen,resolved_by_frequency_matrix,Exact row match after SE-column alignment
318,DB00790,perindopril,327,Perindopril,resolved_by_frequency_matrix,Exact row match after SE-column alignment
319,DB00795,sulfasalazine,303,Sulfasalazine,resolved_by_frequency_matrix,Exact row match after SE-column alignment
320,DB00799,tazarotene,224,Tazarotene,resolved_by_frequency_matrix,Exact row match after SE-column alignment
321,DB00802,alfentanil,0,Alfentanil,resolved_by_frequency_matrix,Exact row match after SE-column alignment
322,DB00804,dicycloverine,523,Dicyclomine,resolved_by_frequency_matrix,Exact row match after SE-column alignment
323,DB00806,pentoxifylline,147,Pentoxifylline,resolved_by_frequency_matrix,Exact row match after SE-column alignment
324,DB00808,indapamide,615,Indapamide,resolved_by_frequency_matrix,Exact row match after SE-column alignment
325,DB00811,ribavirin,71,Ribavirin,resolved_by_frequency_matrix,Exact row match after SE-column alignment
326,DB00813,fentanyl,30,Fentanyl,resolved_by_frequency_matrix,Exact row match after SE-column alignment
327,DB00814,meloxicam,485,Meloxicam,resolved_by_frequency_matrix,Exact row match after SE-column alignment
328,DB00816,orciprenaline,310,Orciprenaline,resolved_by_frequency_matrix,Exact row match after SE-column alignment
329,DB00820,tadalafil,40,Tadalafil,resolved_by_frequency_matrix,Exact row match after SE-column alignment
330,DB00828,fosfomycin,365,Fosfomycin,resolved_by_frequency_matrix,Exact row match after SE-column alignment
331,DB00829,diazepam,235,Diazepam,resolved_by_frequency_matrix,Exact row match after SE-column alignment
332,DB00833,cefaclor,251,Cefaclor,resolved_by_frequency_matrix,Exact row match after SE-column alignment
333,DB00834,mifepristone,360,Mifepristone,resolved_by_frequency_matrix,Exact row match after SE-column alignment
334,DB00843,donepezil,635,Donepezil,resolved_by_frequency_matrix,Exact row match after SE-column alignment
335,DB00847,mercaptamine,506,Cysteamine,resolved_by_frequency_matrix,Exact row match after SE-column alignment
336,DB00851,dacarbazine,486,Dacarbazine,resolved_by_frequency_matrix,Exact row match after SE-column alignment
337,DB00853,temozolomide,282,Temozolomide,resolved_by_frequency_matrix,Exact row match after SE-column alignment
338,DB00855,aminolevulinic acid,620,Aminolevulinic acid,resolved_by_frequency_matrix,Exact row match after SE-column alignment
339,DB00857,terbinafine,45,Terbinafine,resolved_by_frequency_matrix,Exact row match after SE-column alignment
340,DB00859,penicillamine,4,Penicillamine,resolved_by_frequency_matrix,Exact row match after SE-column alignment
341,DB00862,vardenafil,41,Vardenafil,resolved_by_frequency_matrix,Exact row match after SE-column alignment
342,DB00864,tacrolimus,123,Tacrolimus,resolved_by_frequency_matrix,Exact row match after SE-column alignment
343,DB00871,terbutaline,639,Terbutaline,resolved_by_frequency_matrix,Exact row match after SE-column alignment
344,DB00872,conivaptan,185,Conivaptan,resolved_by_frequency_matrix,Exact row match after SE-column alignment
345,DB00876,eprosartan,691,Eprosartan,resolved_by_frequency_matrix,Exact row match after SE-column alignment
346,DB00877,sirolimus,429,Sirolimus,resolved_by_frequency_matrix,Exact row match after SE-column alignment
347,DB00879,emtricitabine,256,Emtricitabine,resolved_by_frequency_matrix,Exact row match after SE-column alignment
348,DB00881,quinapril,732,Quinapril,resolved_by_frequency_matrix,Exact row match after SE-column alignment
349,DB00882,clomifene,174,Clomifene,resolved_by_frequency_matrix,Exact row match after SE-column alignment
350,DB00884,risedronic acid,293,Risedronic acid,resolved_by_frequency_matrix,Exact row match after SE-column alignment
351,DB00887,bumetanide,721,Bumetanide,resolved_by_frequency_matrix,Exact row match after SE-column alignment
352,DB00888,chlormethine,43,Mechlorethamine,resolved_by_frequency_matrix,Exact row match after SE-column alignment
353,DB00889,granisetron,547,Granisetron,resolved_by_frequency_matrix,Exact row match after SE-column alignment
354,DB00897,triazolam,696,Triazolam,resolved_by_frequency_matrix,Exact row match after SE-column alignment
355,DB00899,remifentanil,145,Remifentanil,resolved_by_frequency_matrix,Exact row match after SE-column alignment
356,DB00900,didanosine,184,Didanosine,resolved_by_frequency_matrix,Exact row match after SE-column alignment
357,DB00904,ondansetron,514,Ondansetron,resolved_by_frequency_matrix,Exact row match after SE-column alignment
358,DB00905,bimatoprost,656,Bimatoprost,resolved_by_frequency_matrix,Exact row match after SE-column alignment
359,DB00906,tiagabine,18,Tiagabine,resolved_by_frequency_matrix,Exact row match after SE-column alignment
360,DB00908,quinidine,534,Quinidine,resolved_by_frequency_matrix,Exact row match after SE-column alignment
361,DB00909,zonisamide,357,Zonisamide,resolved_by_frequency_matrix,Exact row match after SE-column alignment
362,DB00910,paricalcitol,459,Paricalcitol,resolved_by_frequency_matrix,Exact row match after SE-column alignment
363,DB00911,tinidazole,122,Tinidazole,resolved_by_frequency_matrix,Exact row match after SE-column alignment
364,DB00912,repaglinide,92,Repaglinide,resolved_by_frequency_matrix,Exact row match after SE-column alignment
365,DB00915,amantadine,563,Amantadine,resolved_by_frequency_matrix,Exact row match after SE-column alignment
366,DB00916,metronidazole,198,Metronidazole,resolved_by_frequency_matrix,Exact row match after SE-column alignment
367,DB00918,almotriptan,83,Almotriptan,resolved_by_frequency_matrix,Exact row match after SE-column alignment
368,DB00921,buprenorphine,743,Buprenorphine,resolved_by_frequency_matrix,Exact row match after SE-column alignment
369,DB00922,levosimendan,344,Levosimendan,resolved_by_frequency_matrix,Exact row match after SE-column alignment
370,DB00924,cyclobenzaprine,305,Cyclobenzaprine,resolved_by_frequency_matrix,Exact row match after SE-column alignment
371,DB00927,famotidine,622,Famotidine,resolved_by_frequency_matrix,Exact row match after SE-column alignment
372,DB00928,azacitidine,613,Azacitidine,resolved_by_frequency_matrix,Exact row match after SE-column alignment
373,DB00929,misoprostol,531,Misoprostol,resolved_by_frequency_matrix,Exact row match after SE-column alignment
374,DB00930,colesevelam,124,Colesevelam,resolved_by_frequency_matrix,Exact row match after SE-column alignment
375,DB00932,tipranavir,16,Tipranavir,resolved_by_frequency_matrix,Exact row match after SE-column alignment
376,DB00934,maprotiline,709,Maprotiline,resolved_by_frequency_matrix,Exact row match after SE-column alignment
377,DB00938,salmeterol,723,Salmeterol,resolved_by_frequency_matrix,Exact row match after SE-column alignment
378,DB00947,fulvestrant,157,Fulvestrant,resolved_by_frequency_matrix,Exact row match after SE-column alignment
379,DB00949,felbamate,173,Felbamate,resolved_by_frequency_matrix,Exact row match after SE-column alignment
380,DB00950,fexofenadine,27,Fexofenadine,resolved_by_frequency_matrix,Exact row match after SE-column alignment
381,DB00952,naratriptan,497,Naratriptan,resolved_by_frequency_matrix,Exact row match after SE-column alignment
382,DB00953,rizatriptan,217,Rizatriptan,resolved_by_frequency_matrix,Exact row match after SE-column alignment
383,DB00956,hydrocodone,548,Hydrocodone,resolved_by_frequency_matrix,Exact row match after SE-column alignment
384,DB00958,carboplatin,549,Carboplatin,resolved_by_frequency_matrix,Exact row match after SE-column alignment
385,DB00960,pindolol,64,Pindolol,resolved_by_frequency_matrix,Exact row match after SE-column alignment
386,DB00962,zaleplon,249,Zaleplon,resolved_by_frequency_matrix,Exact row match after SE-column alignment
387,DB00964,apraclonidine,154,Apraclonidine,resolved_by_frequency_matrix,Exact row match after SE-column alignment
388,DB00966,telmisartan,140,Telmisartan,resolved_by_frequency_matrix,Exact row match after SE-column alignment
389,DB00967,desloratadine,323,Desloratadine,resolved_by_frequency_matrix,Exact row match after SE-column alignment
390,DB00969,alosetron,177,Alosetron,resolved_by_frequency_matrix,Exact row match after SE-column alignment
391,DB00972,azelastine,10,Azelastine,resolved_by_frequency_matrix,Exact row match after SE-column alignment
392,DB00973,ezetimibe,422,Ezetimibe,resolved_by_frequency_matrix,Exact row match after SE-column alignment
393,DB00975,dipyridamole,352,Dipyridamole,resolved_by_frequency_matrix,Exact row match after SE-column alignment
394,DB00976,telithromycin,1,Telithromycin,resolved_by_frequency_matrix,Exact row match after SE-column alignment
395,DB00978,lomefloxacin,479,Lomefloxacin,resolved_by_frequency_matrix,Exact row match after SE-column alignment
396,DB00980,ramelteon,247,Ramelteon,resolved_by_frequency_matrix,Exact row match after SE-column alignment
397,DB00982,isotretinoin,411,Isotretinoin,resolved_by_frequency_matrix,Exact row match after SE-column alignment
398,DB00983,formoterol,726,Formoterol,resolved_by_frequency_matrix,Exact row match after SE-column alignment
399,DB00986,glycopyrronium bromide,262,Glycopyrronium,resolved_by_frequency_matrix,Exact row match after SE-column alignment
400,DB00987,cytarabine,277,Cytarabine,resolved_by_frequency_matrix,Exact row match after SE-column alignment
401,DB00989,rivastigmine,465,Rivastigmine,resolved_by_frequency_matrix,Exact row match after SE-column alignment
402,DB00990,exemestane,334,Exemestane,resolved_by_frequency_matrix,Exact row match after SE-column alignment
403,DB00992,methyl aminolevulinate,32,Methyl aminolevulinate,resolved_by_frequency_matrix,Exact row match after SE-column alignment
404,DB00993,azathioprine,11,Azathioprine,resolved_by_frequency_matrix,Exact row match after SE-column alignment
405,DB00995,auranofin,461,Auranofin,resolved_by_frequency_matrix,Exact row match after SE-column alignment
406,DB00996,gabapentin,444,Gabapentin,resolved_by_frequency_matrix,Exact row match after SE-column alignment
407,DB00997,doxorubicin,669,Doxorubicin,resolved_by_frequency_matrix,Exact row match after SE-column alignment
408,DB00998,frovatriptan,467,Frovatriptan,resolved_by_frequency_matrix,Exact row match after SE-column alignment
409,DB00999,hydrochlorothiazide,609,Hydrochlorothiazide,resolved_by_frequency_matrix,Exact row match after SE-column alignment
410,DB01001,salbutamol,212,Salbutamol,resolved_by_frequency_matrix,Exact row match after SE-column alignment
411,DB01002,levobupivacaine,86,Levobupivacaine,resolved_by_frequency_matrix,Exact row match after SE-column alignment
412,DB01003,cromoglicic acid,245,Cromoglicic acid,resolved_by_frequency_matrix,Exact row match after SE-column alignment
413,DB01004,ganciclovir,389,Ganciclovir,resolved_by_frequency_matrix,Exact row match after SE-column alignment
414,DB01005,hydroxycarbamide,265,Hydroxyurea,resolved_by_frequency_matrix,Exact row match after SE-column alignment
415,DB01006,letrozole,254,Letrozole,resolved_by_frequency_matrix,Exact row match after SE-column alignment
416,DB01008,busulfan,724,Busulfan,resolved_by_frequency_matrix,Exact row match after SE-column alignment
417,DB01011,metyrapone,576,Metyrapone,resolved_by_frequency_matrix,Exact row match after SE-column alignment
418,DB01012,cinacalcet,354,Cinacalcet,resolved_by_frequency_matrix,Exact row match after SE-column alignment
419,DB01014,balsalazide,698,Balsalazide,resolved_by_frequency_matrix,Exact row match after SE-column alignment
420,,sulfamethoxazole and trimethoprim,501,,resolved_by_frequency_matrix,Exact row match after SE-column alignment
421,DB01017,minocycline,744,Minocycline,resolved_by_frequency_matrix,Exact row match after SE-column alignment
422,DB01018,guanfacine,19,Guanfacine,resolved_by_frequency_matrix,Exact row match after SE-column alignment
423,DB01020,isosorbide mononitrate,536,Isosorbide mononitrate,resolved_by_frequency_matrix,Exact row match after SE-column alignment
424,DB01024,mycophenolic acid,527,Mycophenolic acid,resolved_by_frequency_matrix,Exact row match after SE-column alignment
425,DB01025,amlexanox,386,Amlexanox,resolved_by_frequency_matrix,Exact row match after SE-column alignment
426,DB01029,irbesartan,54,Irbesartan,resolved_by_frequency_matrix,Exact row match after SE-column alignment
427,DB01030,topotecan,273,Topotecan,resolved_by_frequency_matrix,Exact row match after SE-column alignment
428,DB01036,tolterodine,568,Tolterodine,resolved_by_frequency_matrix,Exact row match after SE-column alignment
429,DB01037,selegiline,592,Selegiline,resolved_by_frequency_matrix,Exact row match after SE-column alignment
430,DB01039,fenofibrate,176,Fenofibrate,resolved_by_frequency_matrix,Exact row match after SE-column alignment
431,DB01041,thalidomide,749,Thalidomide,resolved_by_frequency_matrix,Exact row match after SE-column alignment
432,DB01042,melphalan,46,Melphalan,resolved_by_frequency_matrix,Exact row match after SE-column alignment
433,DB01043,memantine,484,Memantine,resolved_by_frequency_matrix,Exact row match after SE-column alignment
434,DB01044,gatifloxacin,525,Gatifloxacin,resolved_by_frequency_matrix,Exact row match after SE-column alignment
435,DB01046,lubiprostone,31,Lubiprostone,resolved_by_frequency_matrix,Exact row match after SE-column alignment
436,DB01047,fluocinonide,735,Fluocinonide,resolved_by_frequency_matrix,Exact row match after SE-column alignment
437,DB01048,abacavir,710,Abacavir,resolved_by_frequency_matrix,Exact row match after SE-column alignment
438,DB01050,ibuprofen,375,Ibuprofen,resolved_by_frequency_matrix,Exact row match after SE-column alignment
439,DB01059,norfloxacin,430,Norfloxacin,resolved_by_frequency_matrix,Exact row match after SE-column alignment
440,DB01060,amoxicillin,450,Amoxicillin,resolved_by_frequency_matrix,Exact row match after SE-column alignment
441,DB01062,oxybutynin,98,Oxybutynin,resolved_by_frequency_matrix,Exact row match after SE-column alignment
442,DB01067,glipizide,287,Glipizide,resolved_by_frequency_matrix,Exact row match after SE-column alignment
443,DB01068,clonazepam,688,Clonazepam,resolved_by_frequency_matrix,Exact row match after SE-column alignment
444,DB01072,atazanavir,524,Atazanavir,resolved_by_frequency_matrix,Exact row match after SE-column alignment
445,DB01073,fludarabine,657,Fludarabine,resolved_by_frequency_matrix,Exact row match after SE-column alignment
446,DB01076,atorvastatin,6,Atorvastatin,resolved_by_frequency_matrix,Exact row match after SE-column alignment
447,DB01079,tegaserod,487,Tegaserod,resolved_by_frequency_matrix,Exact row match after SE-column alignment
448,DB01080,vigabatrin,243,Vigabatrin,resolved_by_frequency_matrix,Exact row match after SE-column alignment
449,DB01082,streptomycin,272,Streptomycin,resolved_by_frequency_matrix,Exact row match after SE-column alignment
450,DB01083,orlistat,729,Orlistat,resolved_by_frequency_matrix,Exact row match after SE-column alignment
451,DB01085,pilocarpine,329,Pilocarpine,resolved_by_frequency_matrix,Exact row match after SE-column alignment
452,DB01088,iloprost,63,Iloprost,resolved_by_frequency_matrix,Exact row match after SE-column alignment
453,DB01095,fluvastatin,363,Fluvastatin,resolved_by_frequency_matrix,Exact row match after SE-column alignment
454,DB01097,leflunomide,599,Leflunomide,resolved_by_frequency_matrix,Exact row match after SE-column alignment
455,DB01098,rosuvastatin,362,Rosuvastatin,resolved_by_frequency_matrix,Exact row match after SE-column alignment
456,DB01100,pimozide,209,Pimozide,resolved_by_frequency_matrix,Exact row match after SE-column alignment
457,DB01101,capecitabine,554,Capecitabine,resolved_by_frequency_matrix,Exact row match after SE-column alignment
458,DB01104,sertraline,673,Sertraline,resolved_by_frequency_matrix,Exact row match after SE-column alignment
459,DB01109,heparin,455,Heparin,resolved_by_frequency_matrix,Exact row match after SE-column alignment
460,DB01110,miconazole,241,Miconazole,resolved_by_frequency_matrix,Exact row match after SE-column alignment
461,DB01115,nifedipine,624,Nifedipine,resolved_by_frequency_matrix,Exact row match after SE-column alignment
462,DB01117,atovaquone,539,Atovaquone,resolved_by_frequency_matrix,Exact row match after SE-column alignment
463,DB01118,amiodarone,693,Amiodarone,resolved_by_frequency_matrix,Exact row match after SE-column alignment
464,DB01120,gliclazide,150,Gliclazide,resolved_by_frequency_matrix,Exact row match after SE-column alignment
465,DB01128,bicalutamide,405,Bicalutamide,resolved_by_frequency_matrix,Exact row match after SE-column alignment
466,DB01129,rabeprazole,494,Rabeprazole,resolved_by_frequency_matrix,Exact row match after SE-column alignment
467,DB01132,pioglitazone,65,Pioglitazone,resolved_by_frequency_matrix,Exact row match after SE-column alignment
468,DB01136,carvedilol,495,Carvedilol,resolved_by_frequency_matrix,Exact row match after SE-column alignment
469,DB01137,levofloxacin,685,Levofloxacin,resolved_by_frequency_matrix,Exact row match after SE-column alignment
470,DB01141,micafungin,340,Micafungin,resolved_by_frequency_matrix,Exact row match after SE-column alignment
471,DB01142,doxepin,637,Doxepin,resolved_by_frequency_matrix,Exact row match after SE-column alignment
472,DB01149,nefazodone,499,Nefazodone,resolved_by_frequency_matrix,Exact row match after SE-column alignment
473,DB01150,cefprozil,528,Cefprozil,resolved_by_frequency_matrix,Exact row match after SE-column alignment
474,DB01155,gemifloxacin,199,Gemifloxacin,resolved_by_frequency_matrix,Exact row match after SE-column alignment
475,DB01156,bupropion,588,Bupropion,resolved_by_frequency_matrix,Exact row match after SE-column alignment
476,DB01157,trimetrexate,410,Trimetrexate,resolved_by_frequency_matrix,Exact row match after SE-column alignment
477,DB01162,terazosin,640,Terazosin,resolved_by_frequency_matrix,Exact row match after SE-column alignment
478,DB01165,ofloxacin,571,Ofloxacin,resolved_by_frequency_matrix,Exact row match after SE-column alignment
479,DB01166,cilostazol,447,Cilostazol,resolved_by_frequency_matrix,Exact row match after SE-column alignment
480,DB01167,itraconazole,707,Itraconazole,resolved_by_frequency_matrix,Exact row match after SE-column alignment
481,DB01169,arsenic trioxide,110,Arsenic trioxide,resolved_by_frequency_matrix,Exact row match after SE-column alignment
482,DB01175,escitalopram,397,Escitalopram,resolved_by_frequency_matrix,Exact row match after SE-column alignment
483,DB01177,idarubicin,358,Idarubicin,resolved_by_frequency_matrix,Exact row match after SE-column alignment
484,DB01179,podophyllotoxin,730,Podofilox,resolved_by_frequency_matrix,Exact row match after SE-column alignment
485,DB01180,rescinnamine,330,Rescinnamine,resolved_by_frequency_matrix,Exact row match after SE-column alignment
486,DB01181,ifosfamide,66,Ifosfamide,resolved_by_frequency_matrix,Exact row match after SE-column alignment
487,DB01182,propafenone,502,Propafenone,resolved_by_frequency_matrix,Exact row match after SE-column alignment
488,DB01186,pergolide,239,Pergolide,resolved_by_frequency_matrix,Exact row match after SE-column alignment
489,DB01188,ciclopirox,515,Ciclopirox,resolved_by_frequency_matrix,Exact row match after SE-column alignment
490,DB01189,desflurane,625,Desflurane,resolved_by_frequency_matrix,Exact row match after SE-column alignment
491,DB01190,clindamycin,641,Clindamycin,resolved_by_frequency_matrix,Exact row match after SE-column alignment
492,DB01193,acebutolol,116,Acebutolol,resolved_by_frequency_matrix,Exact row match after SE-column alignment
493,DB01194,brinzolamide,353,Brinzolamide,resolved_by_frequency_matrix,Exact row match after SE-column alignment
494,DB01195,flecainide,80,Flecainide,resolved_by_frequency_matrix,Exact row match after SE-column alignment
495,DB01196,estramustine,414,Estramustine,resolved_by_frequency_matrix,Exact row match after SE-column alignment
496,DB01200,bromocriptine,135,Bromocriptine,resolved_by_frequency_matrix,Exact row match after SE-column alignment
497,DB01202,levetiracetam,8,Levetiracetam,resolved_by_frequency_matrix,Exact row match after SE-column alignment
498,DB01203,nadolol,190,Nadolol,resolved_by_frequency_matrix,Exact row match after SE-column alignment
499,DB01204,mitoxantrone,587,Mitoxantrone,resolved_by_frequency_matrix,Exact row match after SE-column alignment
500,DB01208,sparfloxacin,111,Sparfloxacin,resolved_by_frequency_matrix,Exact row match after SE-column alignment
501,DB01211,clarithromycin,275,Clarithromycin,resolved_by_frequency_matrix,Exact row match after SE-column alignment
502,DB01212,ceftriaxone,383,Ceftriaxone,resolved_by_frequency_matrix,Exact row match after SE-column alignment
503,DB01215,estazolam,341,Estazolam,resolved_by_frequency_matrix,Exact row match after SE-column alignment
504,DB01216,finasteride,448,Finasteride,resolved_by_frequency_matrix,Exact row match after SE-column alignment
505,DB01217,anastrozole,152,Anastrozole,resolved_by_frequency_matrix,Exact row match after SE-column alignment
506,DB01218,halofantrine,345,Halofantrine,resolved_by_frequency_matrix,Exact row match after SE-column alignment
507,DB01219,dantrolene,647,Dantrolene,resolved_by_frequency_matrix,Exact row match after SE-column alignment
508,DB01220,rifaximin,78,Rifaximin,resolved_by_frequency_matrix,Exact row match after SE-column alignment
509,DB01222,budesonide,529,Budesonide,resolved_by_frequency_matrix,Exact row match after SE-column alignment
510,DB01223,aminophylline,13,Aminophylline,resolved_by_frequency_matrix,Exact row match after SE-column alignment
511,DB01224,quetiapine,380,Quetiapine,resolved_by_frequency_matrix,Exact row match after SE-column alignment
512,DB01229,paclitaxel,604,Paclitaxel,resolved_by_frequency_matrix,Exact row match after SE-column alignment
513,DB01232,saquinavir,93,Saquinavir,resolved_by_frequency_matrix,Exact row match after SE-column alignment
514,DB01234,dexamethasone,409,Dexamethasone,resolved_by_frequency_matrix,Exact row match after SE-column alignment
515,DB01235,levodopa,727,Levodopa,resolved_by_frequency_matrix,Exact row match after SE-column alignment
516,DB01238,aripiprazole,103,Aripiprazole,resolved_by_frequency_matrix,Exact row match after SE-column alignment
517,DB01240,epoprostenol,702,Epoprostenol,resolved_by_frequency_matrix,Exact row match after SE-column alignment
518,DB01241,gemfibrozil,343,Gemfibrozil,resolved_by_frequency_matrix,Exact row match after SE-column alignment
519,DB01242,clomipramine,690,Clomipramine,resolved_by_frequency_matrix,Exact row match after SE-column alignment
520,DB01244,bepridil,558,Bepridil,resolved_by_frequency_matrix,Exact row match after SE-column alignment
521,DB01248,docetaxel,321,Docetaxel,resolved_by_frequency_matrix,Exact row match after SE-column alignment
522,DB01249,iodixanol,498,Iodixanol,resolved_by_frequency_matrix,Exact row match after SE-column alignment
523,DB01250,olsalazine,546,Olsalazine,resolved_by_frequency_matrix,Exact row match after SE-column alignment
524,DB01254,dasatinib,37,Dasatinib,resolved_by_frequency_matrix,Exact row match after SE-column alignment
525,DB01255,lisdexamfetamine,187,Lisdexamfetamine,resolved_by_frequency_matrix,Exact row match after SE-column alignment
526,DB01259,lapatinib,246,Lapatinib,resolved_by_frequency_matrix,Exact row match after SE-column alignment
527,DB01260,desonide,416,Desonide,resolved_by_frequency_matrix,Exact row match after SE-column alignment
528,DB01261,sitagliptin,316,Sitagliptin,resolved_by_frequency_matrix,Exact row match after SE-column alignment
529,DB01262,decitabine,34,Decitabine,resolved_by_frequency_matrix,Exact row match after SE-column alignment
530,DB01263,posaconazole,326,Posaconazole,resolved_by_frequency_matrix,Exact row match after SE-column alignment
531,DB01264,darunavir,594,Darunavir,resolved_by_frequency_matrix,Exact row match after SE-column alignment
532,DB01265,telbivudine,651,Telbivudine,resolved_by_frequency_matrix,Exact row match after SE-column alignment
533,DB01267,paliperidone,645,Paliperidone,resolved_by_frequency_matrix,Exact row match after SE-column alignment
534,DB01268,sunitinib,215,Sunitinib,resolved_by_frequency_matrix,Exact row match after SE-column alignment
535,DB01273,varenicline,601,Varenicline,resolved_by_frequency_matrix,Exact row match after SE-column alignment
536,DB01275,hydralazine,610,Hydralazine,resolved_by_frequency_matrix,Exact row match after SE-column alignment
537,DB01276,exenatide,75,Exenatide,resolved_by_frequency_matrix,Exact row match after SE-column alignment
538,DB01280,nelarabine,155,Nelarabine,resolved_by_frequency_matrix,Exact row match after SE-column alignment
539,DB01285,corticotropin,121,Corticotropin,resolved_by_frequency_matrix,Exact row match after SE-column alignment
540,DB01291,pirbuterol,516,Pirbuterol,resolved_by_frequency_matrix,Exact row match after SE-column alignment
541,DB01306,insulin aspart,202,Insulin aspart,resolved_by_frequency_matrix,Exact row match after SE-column alignment
542,DB01307,insulin detemir,301,Insulin detemir,resolved_by_frequency_matrix,Exact row match after SE-column alignment
543,DB01319,fosamprenavir,194,Fosamprenavir,resolved_by_frequency_matrix,Exact row match after SE-column alignment
544,DB01320,fosphenytoin,379,Fosphenytoin,resolved_by_auxiliary_features,DrugBank targets + MSSF drug_target: row 544 has one target; fosphenytoin has one target
545,DB01340,cilazapril,322,Cilazapril,resolved_by_frequency_matrix,Exact row match after SE-column alignment
546,DB01359,penbutolol,440,Penbutolol,resolved_by_frequency_matrix,Exact row match after SE-column alignment
547,DB01362,iohexol,562,Iohexol,resolved_by_frequency_matrix,Exact row match after SE-column alignment
548,DB01367,rasagiline,736,Rasagiline,resolved_by_frequency_matrix,Exact row match after SE-column alignment
